,date_time,T,p,rh,Vpact,wv,rho
23793,14.06.2024 05:40:00,9.3,987.17,84.7,9.93,0.77,1212.9
23794,14.06.2024 05:50:00,9.49,987.1,84.2,10.0,0.47,1211.96
23795,14.06.2024 06:00:00,9.71,987.01,82.2,9.91,0.96,1210.95
23796,14.06.2024 06:10:00,10.02,986.95,79.07,9.73,1.18,1209.64
23797,14.06.2024 06:20:00,10.31,986.92,78.03,9.79,1.42,1208.33
23798,14.06.2024 06:30:00,10.47,986.9,77.14,9.79,1.45,1207.63
23799,14.06.2024 06:40:00,10.77,986.85,75.54,9.78,1.56,1206.3
23800,14.06.2024 06:50:00,11.01,986.8,74.54,9.8,1.8,1205.21
23801,14.06.2024 07:00:00,11.26,986.72,74.44,9.95,1.62,1203.98
23802,14.06.2024 07:10:00,11.58,986.7,73.65,10.06,1.22,1202.55
23803,14.06.2024 07:20:00,11.94,986.63,71.75,10.04,1.83,1200.96
23804,14.06.2024 07:30:00,12.36,986.54,69.96,10.06,1.85,1199.07
23805,14.06.2024 07:40:00,12.5,986.44,69.61,10.1,1.74,1198.34
23806,14.06.2024 07:50:00,12.71,986.33,70.12,10.32,1.59,1197.23
23807,14.06.2024 08:00:00,13.02,986.2,70.44,10.58,1.68,1195.65
23808,14.06.2024 08:10:00,13.27,986.12,69.92,10.67,2.55,1194.47
23809,14.06.2024 08:20:00,13.4,986.02,71.14,10.95,1.49,1193.68
23810,14.06.2024 08:30:00,13.55,985.95,71.42,11.1,1.05,1192.9
23811,14.06.2024 08:40:00,13.87,985.99,70.94,11.26,1.08,1191.54
23812,14.06.2024 08:50:00,14.04,985.97,70.72,11.35,0.8,1190.77
23813,14.06.2024 09:00:00,14.4,986.01,69.68,11.45,0.9,1189.29
23814,14.06.2024 09:10:00,14.63,986.1,69.14,11.53,0.82,1188.41
23815,14.06.2024 09:20:00,14.85,986.1,69.65,11.78,0.78,1187.38
23816,14.06.2024 09:30:00,15.2,986.11,69.63,12.05,0.8,1185.83
23817,14.06.2024 09:40:00,15.43,986.26,69.72,12.24,1.36,1184.98
23818,14.06.2024 09:50:00,15.37,986.35,69.93,12.23,3.14,1185.34
23819,14.06.2024 10:00:00,15.52,986.4,68.11,12.03,4.46,1184.88
23820,14.06.2024 10:10:00,15.45,986.43,67.45,11.86,5.34,1185.28
23821,14.06.2024 10:20:00,15.33,986.43,69.48,12.12,3.49,1185.65
23822,14.06.2024 10:30:00,15.39,986.45,71.61,12.54,2.7,1185.24
23823,14.06.2024 10:40:00,15.35,986.45,72.56,12.67,3.03,1185.34
23824,14.06.2024 10:50:00,15.44,986.43,73.95,12.99,2.08,1184.8
23825,14.06.2024 11:00:00,15.57,986.39,75.39,13.36,1.87,1184.05
23826,14.06.2024 11:10:00,15.91,986.33,73.68,13.34,2.52,1182.6
23827,14.06.2024 11:20:00,15.86,986.28,73.1,13.19,2.49,1182.81
23828,14.06.2024 11:30:00,15.99,986.22,71.46,13.0,3.38,1182.29
23829,14.06.2024 11:40:00,16.09,986.13,70.17,12.85,3.6,1181.84
23830,14.06.2024 11:50:00,16.27,986.02,69.93,12.96,3.45,1180.93
23831,14.06.2024 12:00:00,16.63,985.91,69.22,13.12,3.16,1179.25
23832,14.06.2024 12:10:00,16.95,985.73,64.82,12.54,5.74,1178.0
23833,14.06.2024 12:20:00,17.06,985.59,64.23,12.51,5.38,1177.4
23834,14.06.2024 12:30:00,17.17,985.5,63.29,12.42,6.12,1176.89
23835,14.06.2024 12:40:00,17.2,985.47,63.95,12.57,5.13,1176.66
23836,14.06.2024 12:50:00,17.8,985.36,62.96,12.85,5.04,1173.97
23837,14.06.2024 13:00:00,17.98,985.23,61.74,12.75,5.74,1173.14
23838,14.06.2024 13:10:00,17.98,985.14,61.03,12.6,5.43,1173.1
23839,14.06.2024 13:20:00,17.77,985.15,59.97,12.22,6.58,1174.13
23840,14.06.2024 13:30:00,17.41,985.25,59.58,11.87,6.79,1175.87
23841,14.06.2024 13:40:00,17.23,985.32,60.64,11.94,5.68,1176.64
23842,14.06.2024 13:50:00,17.53,985.28,60.15,12.07,5.15,1175.32
23843,14.06.2024 14:00:00,17.9,985.21,59.29,12.18,5.26,1173.7
23844,14.06.2024 14:10:00,17.8,985.23,59.43,12.13,5.53,1174.15
23845,14.06.2024 14:20:00,17.87,985.18,60.47,12.4,6.43,1173.68
23846,14.06.2024 14:30:00,17.56,985.22,62.03,12.47,6.68,1174.95
23847,14.06.2024 14:40:00,17.71,985.24,62.07,12.6,6.12,1174.31
23848,14.06.2024 14:50:00,18.02,985.25,61.73,12.78,6.13,1172.99
23849,14.06.2024 15:00:00,17.65,985.27,62.85,12.71,6.49,1174.54
23850,14.06.2024 15:10:00,17.56,985.29,63.77,12.82,5.5,1174.87
23851,14.06.2024 15:20:00,17.86,985.23,62.24,12.75,5.58,1173.62
23852,14.06.2024 15:30:00,17.8,985.17,63.0,12.86,5.48,1173.74
23853,14.06.2024 15:40:00,17.2,985.16,64.54,12.68,5.93,1176.24
23854,14.06.2024 15:50:00,17.25,985.11,64.79,12.77,4.35,1175.93
23855,14.06.2024 16:00:00,17.4,985.13,63.18,12.58,5.86,1175.44
23856,14.06.2024 16:10:00,17.29,985.06,63.24,12.5,5.92,1175.84
23857,14.06.2024 16:20:00,17.51,984.99,62.52,12.53,6.51,1174.85
23858,14.06.2024 16:30:00,17.71,984.92,62.12,12.61,5.73,1173.92
23859,14.06.2024 16:40:00,17.64,984.88,62.48,12.63,6.47,1174.15
23860,14.06.2024 16:50:00,17.52,984.87,63.55,12.75,5.07,1174.57
23861,14.06.2024 17:00:00,17.57,984.81,63.95,12.87,5.1,1174.24
23862,14.06.2024 17:10:00,17.6,984.8,64.43,12.99,4.62,1174.05
23863,14.06.2024 17:20:00,17.59,984.8,64.43,12.98,5.03,1174.09
23864,14.06.2024 17:30:00,17.6,984.75,64.49,13.0,4.48,1173.98
23865,14.06.2024 17:40:00,17.55,984.7,64.91,13.04,3.79,1174.11
23866,14.06.2024 17:50:00,17.48,984.67,65.42,13.09,3.49,1174.33
23867,14.06.2024 18:00:00,17.48,984.66,65.91,13.19,2.58,1174.28
23868,14.06.2024 18:10:00,17.51,984.64,65.93,13.21,1.84,1174.12
23869,14.06.2024 18:20:00,17.47,984.65,66.6,13.32,1.91,1174.25
23870,14.06.2024 18:30:00,17.45,984.61,66.96,13.37,1.56,1174.25
23871,14.06.2024 18:40:00,17.48,984.67,67.07,13.42,1.86,1174.18
23872,14.06.2024 18:50:00,17.46,984.61,67.73,13.53,1.03,1174.14
23873,14.06.2024 19:00:00,17.5,984.56,67.43,13.51,1.62,1173.93
23874,14.06.2024 19:10:00,17.45,984.5,67.92,13.56,1.65,1174.04
23875,14.06.2024 19:20:00,17.41,984.44,68.33,13.61,2.09,1174.1
23876,14.06.2024 19:30:00,17.36,984.29,68.55,13.61,1.6,1174.13
23877,14.06.2024 19:40:00,17.28,984.18,68.9,13.61,2.78,1174.32
23878,14.06.2024 19:50:00,17.02,984.21,70.0,13.6,3.25,1175.41
23879,14.06.2024 20:00:00,16.78,984.22,70.91,13.57,2.5,1176.41
23880,14.06.2024 20:10:00,16.59,984.11,71.86,13.59,2.24,1177.04
23881,14.06.2024 20:20:00,16.28,984.1,73.59,13.64,2.07,1178.26
23882,14.06.2024 20:30:00,16.15,984.11,74.03,13.61,2.22,1178.82
23883,14.06.2024 20:40:00,16.17,984.1,74.25,13.67,1.98,1178.7
23884,14.06.2024 20:50:00,16.06,984.04,75.09,13.73,1.01,1179.05
23885,14.06.2024 21:00:00,15.88,984.15,76.37,13.8,1.0,1179.88
23886,14.06.2024 21:10:00,15.75,984.09,77.36,13.86,1.43,1180.31
23887,14.06.2024 21:20:00,15.66,984.03,77.96,13.89,1.17,1180.6
23888,14.06.2024 21:30:00,15.48,983.91,78.95,13.91,1.7,1181.18
23889,14.06.2024 21:40:00,15.26,983.91,80.2,13.93,1.42,1182.07
23890,14.06.2024 21:50:00,15.1,983.88,81.3,13.97,1.56,1182.67
23891,14.06.2024 22:00:00,15.06,983.71,81.9,14.04,1.26,1182.6
23892,14.06.2024 22:10:00,15.02,983.73,82.1,14.04,1.32,1182.79
23893,14.06.2024 22:20:00,14.81,983.7,83.1,14.02,1.43,1183.62
23894,14.06.2024 22:30:00,14.67,983.61,84.1,14.06,1.51,1184.07
23895,14.06.2024 22:40:00,14.58,983.47,84.6,14.06,1.31,1184.27
23896,14.06.2024 22:50:00,14.45,983.38,85.5,14.09,1.68,1184.68
23897,14.06.2024 23:00:00,14.46,983.35,85.7,14.13,2.09,1184.59
23898,14.06.2024 23:10:00,14.48,983.18,85.8,14.17,1.87,1184.28
23899,14.06.2024 23:20:00,14.27,983.01,86.8,14.14,1.47,1184.95
23900,14.06.2024 23:30:00,14.22,982.89,87.4,14.19,1.72,1184.99
23901,14.06.2024 23:40:00,14.33,982.78,87.2,14.26,1.76,1184.37
23902,14.06.2024 23:50:00,14.4,982.63,87.2,14.33,2.21,1183.87
23903,15.06.2024 00:00:00,14.51,982.54,86.9,14.38,2.4,1183.29
23904,15.06.2024 00:10:00,14.49,982.4,87.2,14.41,2.57,1183.19
23905,15.06.2024 00:20:00,14.43,982.27,87.5,14.4,1.66,1183.28
23906,15.06.2024 00:30:00,14.35,982.05,87.8,14.38,1.46,1183.35
23907,15.06.2024 00:40:00,14.25,981.91,88.2,14.35,1.95,1183.61
23908,15.06.2024 00:50:00,14.29,981.71,88.4,14.42,2.07,1183.17
23909,15.06.2024 01:00:00,14.59,981.47,87.2,14.5,2.15,1181.61
23910,15.06.2024 01:10:00,14.71,981.36,86.8,14.55,2.27,1180.96
23911,15.06.2024 01:20:00,14.8,981.24,86.4,14.57,2.96,1180.44
23912,15.06.2024 01:30:00,14.89,981.03,85.9,14.57,3.04,1179.81
23913,15.06.2024 01:40:00,14.92,980.86,85.7,14.56,3.07,1179.49
23914,15.06.2024 01:50:00,14.86,980.63,85.8,14.52,2.98,1179.47
23915,15.06.2024 02:00:00,14.76,980.51,86.1,14.48,2.61,1179.76
23916,15.06.2024 02:10:00,14.68,980.38,86.3,14.44,2.56,1179.95
23917,15.06.2024 02:20:00,14.52,980.1,87.1,14.42,1.94,1180.27
23918,15.06.2024 02:30:00,14.35,979.93,87.9,14.39,2.06,1180.78
23919,15.06.2024 02:40:00,14.29,979.91,88.2,14.39,2.46,1181.0
23920,15.06.2024 02:50:00,14.35,979.82,87.7,14.36,2.7,1180.66
23921,15.06.2024 03:00:00,14.4,979.77,87.3,14.34,2.2,1180.4
23922,15.06.2024 03:10:00,14.43,979.78,87.1,14.34,2.08,1180.29
23923,15.06.2024 03:20:00,14.41,979.6,87.1,14.32,1.56,1180.16
23924,15.06.2024 03:30:00,14.38,979.44,87.2,14.31,2.45,1180.1
23925,15.06.2024 03:40:00,14.43,979.38,86.9,14.3,2.34,1179.82
23926,15.06.2024 03:50:00,14.48,979.41,86.5,14.29,2.03,1179.66
23927,15.06.2024 04:00:00,14.52,979.32,86.3,14.29,2.41,1179.39
23928,15.06.2024 04:10:00,14.63,979.2,85.7,14.29,2.51,1178.79
23929,15.06.2024 04:20:00,14.6,979.16,86.0,14.31,2.52,1178.86
23930,15.06.2024 04:30:00,14.62,978.96,85.8,14.3,1.88,1178.54
23931,15.06.2024 04:40:00,14.68,978.82,85.3,14.27,1.62,1178.14
23932,15.06.2024 04:50:00,14.59,978.75,85.9,14.29,1.69,1178.41
23933,15.06.2024 05:00:00,14.7,978.87,85.2,14.27,1.63,1178.11
23934,15.06.2024 05:10:00,14.83,978.83,84.7,14.31,1.46,1177.52
23935,15.06.2024 05:20:00,14.73,978.87,85.4,14.33,1.83,1177.96
23936,15.06.2024 05:30:00,14.6,978.83,86.3,14.36,1.52,1178.43
23937,15.06.2024 05:40:00,14.59,978.85,86.6,14.4,1.08,1178.48
23938,15.06.2024 05:50:00,14.94,978.92,84.9,14.44,1.64,1177.11
23939,15.06.2024 06:00:00,15.52,978.98,82.3,14.53,2.48,1174.78
23940,15.06.2024 06:10:00,15.67,979.23,82.6,14.73,3.01,1174.38
23941,15.06.2024 06:20:00,15.56,979.49,85.0,15.05,3.85,1175.0
23942,15.06.2024 06:30:00,15.23,979.69,89.3,15.48,3.67,1176.39
23943,15.06.2024 06:40:00,15.02,980.0,91.9,15.72,2.45,1177.51
23944,15.06.2024 06:50:00,14.83,980.21,94.2,15.91,2.14,1178.45
23945,15.06.2024 07:00:00,14.71,980.27,96.0,16.09,1.75,1178.93
23946,15.06.2024 07:10:00,14.67,980.34,96.6,16.15,2.65,1179.16
23947,15.06.2024 07:20:00,14.45,980.29,98.1,16.17,2.47,1179.99
23948,15.06.2024 07:30:00,14.31,980.13,99.3,16.22,2.48,1180.35
23949,15.06.2024 07:40:00,14.49,979.93,97.3,16.08,3.4,1179.43
23950,15.06.2024 07:50:00,14.52,979.67,97.9,16.21,3.96,1178.93
23951,15.06.2024 08:00:00,14.4,979.49,99.1,16.28,2.92,1179.17
23952,15.06.2024 08:10:00,14.5,980.05,99.1,16.39,2.71,1179.39
23953,15.06.2024 08:20:00,14.92,980.33,94.5,16.06,2.63,1178.16
23954,15.06.2024 08:30:00,15.32,980.41,92.3,16.09,2.68,1176.61
23955,15.06.2024 08:40:00,15.58,980.5,89.1,15.79,3.15,1175.79
23956,15.06.2024 08:50:00,15.7,980.58,87.3,15.6,3.67,1175.49
23957,15.06.2024 09:00:00,15.78,980.6,85.9,15.42,4.28,1175.27
23958,15.06.2024 09:10:00,15.97,980.64,82.9,15.07,5.59,1174.71
23959,15.06.2024 09:20:00,16.12,980.65,81.3,14.92,4.98,1174.18
23960,15.06.2024 09:30:00,16.25,980.63,79.19,14.65,5.73,1173.75
23961,15.06.2024 09:40:00,16.41,980.59,77.48,14.48,5.81,1173.13
23962,15.06.2024 09:50:00,16.63,980.56,76.31,14.47,6.6,1172.21
23963,15.06.2024 10:00:00,16.7,980.53,75.83,14.44,6.65,1171.9
23964,15.06.2024 10:10:00,16.78,980.52,75.2,14.39,6.42,1171.59
23965,15.06.2024 10:20:00,17.22,980.61,73.28,14.42,7.41,1169.91
23966,15.06.2024 10:30:00,17.14,980.58,73.16,14.32,7.63,1170.24
23967,15.06.2024 10:40:00,17.18,980.51,72.24,14.18,7.88,1170.06
23968,15.06.2024 10:50:00,17.74,980.56,69.41,14.12,7.24,1167.9
23969,15.06.2024 11:00:00,18.03,980.76,66.64,13.8,7.24,1167.11
23970,15.06.2024 11:10:00,18.24,980.88,64.48,13.53,6.39,1166.54
23971,15.06.2024 11:20:00,18.88,981.01,58.38,12.75,5.51,1164.49
23972,15.06.2024 11:30:00,18.49,981.25,57.63,12.29,5.67,1166.54
23973,15.06.2024 11:40:00,17.9,981.61,58.53,12.02,3.76,1169.46
23974,15.06.2024 11:50:00,17.87,981.68,58.96,12.09,4.9,1169.63
23975,15.06.2024 12:00:00,18.48,981.5,55.64,11.85,6.64,1167.08
23976,15.06.2024 12:10:00,18.57,981.39,51.7,11.08,7.71,1166.94
23977,15.06.2024 12:20:00,18.8,981.49,48.91,10.63,8.88,1166.34
23978,15.06.2024 12:30:00,18.8,981.67,49.63,10.79,8.64,1166.48
23979,15.06.2024 12:40:00,18.8,981.7,49.92,10.85,7.98,1166.49
23980,15.06.2024 12:50:00,18.69,981.74,50.21,10.84,7.72,1166.98
23981,15.06.2024 13:00:00,18.75,981.78,50.35,10.91,7.81,1166.76
23982,15.06.2024 13:10:00,18.72,981.86,50.39,10.9,6.29,1166.98
23983,15.06.2024 13:20:00,18.62,981.92,51.5,11.07,5.35,1167.37
23984,15.06.2024 13:30:00,18.87,981.71,49.57,10.82,6.39,1166.23
23985,15.06.2024 13:40:00,19.18,981.55,48.97,10.9,7.52,1164.77
23986,15.06.2024 13:50:00,19.31,981.44,48.5,10.88,7.36,1164.13
23987,15.06.2024 14:00:00,19.55,981.59,45.96,10.47,6.84,1163.54
23988,15.06.2024 14:10:00,19.51,981.72,46.19,10.49,7.44,1163.84
23989,15.06.2024 14:20:00,19.9,981.7,44.17,10.28,6.18,1162.37
23990,15.06.2024 14:30:00,20.02,981.64,40.19,9.42,8.08,1162.2
23991,15.06.2024 14:40:00,20.12,981.74,39.25,9.26,5.22,1162.0
23992,15.06.2024 14:50:00,20.46,981.64,35.1,8.46,7.19,1160.9
23993,15.06.2024 15:00:00,20.56,981.64,32.79,7.95,8.29,1160.73
23994,15.06.2024 15:10:00,20.54,981.79,33.06,8.01,6.4,1160.96
23995,15.06.2024 15:20:00,20.89,981.78,33.19,8.21,7.24,1159.48
23996,15.06.2024 15:30:00,20.6,981.83,34.83,8.47,4.31,1160.57
23997,15.06.2024 15:40:00,21.04,981.85,34.42,8.6,5.07,1158.8
23998,15.06.2024 15:50:00,21.1,981.85,33.25,8.33,4.79,1158.68
23999,15.06.2024 16:00:00,21.23,981.91,30.0,7.58,6.11,1158.57
24000,15.06.2024 16:10:00,21.05,981.89,31.37,7.84,5.04,1159.14
24001,15.06.2024 16:20:00,21.27,981.85,32.28,8.18,3.99,1158.08
24002,15.06.2024 16:30:00,21.46,981.82,32.71,8.38,3.51,1157.2
24003,15.06.2024 16:40:00,21.44,981.78,33.49,8.57,5.1,1157.15
24004,15.06.2024 16:50:00,21.13,981.76,34.42,8.64,6.03,1158.31
24005,15.06.2024 17:00:00,21.44,981.83,35.03,8.96,3.11,1157.03
24006,15.06.2024 17:10:00,21.58,981.8,34.47,8.9,3.26,1156.48
24007,15.06.2024 17:20:00,20.85,981.92,36.09,8.91,4.61,1159.49
24008,15.06.2024 17:30:00,20.53,981.96,37.84,9.16,3.53,1160.69
24009,15.06.2024 17:40:00,20.54,981.95,39.51,9.57,4.1,1160.45
24010,15.06.2024 17:50:00,20.36,982.06,40.89,9.79,3.26,1161.19
24011,15.06.2024 18:00:00,20.23,982.17,40.94,9.73,4.26,1161.87
24012,15.06.2024 18:10:00,20.36,982.26,40.65,9.73,4.82,1161.46
24013,15.06.2024 18:20:00,20.15,982.36,42.13,9.96,3.4,1162.3
24014,15.06.2024 18:30:00,20.38,982.29,42.79,10.26,3.17,1161.18
24015,15.06.2024 18:40:00,20.13,982.34,43.94,10.37,3.84,1162.17
24016,15.06.2024 18:50:00,19.95,982.48,42.77,9.99,3.3,1163.23
24017,15.06.2024 19:00:00,19.59,982.55,44.09,10.07,2.85,1164.71
24018,15.06.2024 19:10:00,19.43,982.63,44.84,10.14,2.42,1165.41
24019,15.06.2024 19:20:00,19.32,982.71,45.94,10.31,2.7,1165.86
24020,15.06.2024 19:30:00,19.06,982.77,46.77,10.33,2.0,1166.96
24021,15.06.2024 19:40:00,18.82,982.8,44.97,9.79,2.4,1168.2
24022,15.06.2024 19:50:00,18.52,982.82,44.02,9.4,2.18,1169.6
24023,15.06.2024 20:00:00,18.05,982.9,45.69,9.47,1.22,1171.55
24024,15.06.2024 20:10:00,17.67,983.01,46.93,9.5,1.28,1173.2
24025,15.06.2024 20:20:00,17.37,983.09,48.27,9.59,2.06,1174.47
24026,15.06.2024 20:30:00,17.14,983.19,49.09,9.61,1.88,1175.51
24027,15.06.2024 20:40:00,17.11,983.22,47.52,9.29,1.2,1175.82
24028,15.06.2024 20:50:00,17.15,983.32,47.83,9.37,1.68,1175.73
24029,15.06.2024 21:00:00,17.12,983.4,47.72,9.33,1.3,1175.97
24030,15.06.2024 21:10:00,16.83,983.47,50.31,9.66,1.94,1177.08
24031,15.06.2024 21:20:00,16.47,983.56,52.04,9.76,2.45,1178.6
24032,15.06.2024 21:30:00,16.58,983.65,50.94,9.63,1.76,1178.33
24033,15.06.2024 21:40:00,16.57,983.79,51.47,9.72,1.82,1178.5
24034,15.06.2024 21:50:00,16.47,983.92,52.17,9.79,2.12,1179.03
24035,15.06.2024 22:00:00,16.44,984.0,52.8,9.89,2.13,1179.2
24036,15.06.2024 22:10:00,16.21,984.11,54.78,10.11,2.05,1180.17
24037,15.06.2024 22:20:00,15.92,984.12,56.0,10.15,1.18,1181.35
24038,15.06.2024 22:30:00,15.75,984.18,56.66,10.15,1.81,1182.11
24039,15.06.2024 22:40:00,15.84,984.19,56.86,10.25,2.35,1181.71
24040,15.06.2024 22:50:00,15.73,984.25,58.3,10.43,1.73,1182.15
24041,15.06.2024 23:00:00,15.01,984.36,63.37,10.83,0.65,1185.06
24042,15.06.2024 23:10:00,14.71,984.42,63.73,10.68,1.0,1186.43
24043,15.06.2024 23:20:00,14.86,984.43,63.54,10.75,1.16,1185.79
24044,15.06.2024 23:30:00,14.79,984.48,65.46,11.03,1.01,1186.02
24045,15.06.2024 23:40:00,14.74,984.46,65.86,11.06,1.18,1186.18
24046,15.06.2024 23:50:00,14.67,984.48,66.34,11.09,1.08,1186.48
24047,16.06.2024 00:00:00,14.58,984.54,66.61,11.07,1.18,1186.93
24048,16.06.2024 00:10:00,14.41,984.59,69.58,11.44,0.95,1187.53
24049,16.06.2024 00:20:00,14.16,984.56,71.82,11.62,0.83,1188.44
24050,16.06.2024 00:30:00,14.0,984.52,73.03,11.69,0.52,1189.02
24051,16.06.2024 00:40:00,13.86,984.5,73.95,11.73,0.41,1189.56
24052,16.06.2024 00:50:00,13.77,984.41,74.3,11.72,0.31,1189.83
24053,16.06.2024 01:00:00,13.71,984.39,74.46,11.7,0.53,1190.07
24054,16.06.2024 01:10:00,13.6,984.42,74.01,11.54,0.7,1190.63
24055,16.06.2024 01:20:00,13.39,984.4,73.73,11.34,1.35,1191.57
24056,16.06.2024 01:30:00,13.49,984.41,73.99,11.46,1.22,1191.11
24057,16.06.2024 01:40:00,13.42,984.39,74.92,11.55,1.09,1191.34
24058,16.06.2024 01:50:00,13.25,984.38,74.52,11.36,1.36,1192.12
24059,16.06.2024 02:00:00,13.16,984.36,75.34,11.42,1.26,1192.44
24060,16.06.2024 02:10:00,12.93,984.4,77.26,11.53,1.13,1193.4
24061,16.06.2024 02:20:00,12.59,984.49,79.15,11.56,0.62,1194.92
24062,16.06.2024 02:30:00,12.3,984.5,80.7,11.56,0.52,1196.14
24063,16.06.2024 02:40:00,12.15,984.47,82.3,11.67,0.68,1196.68
24064,16.06.2024 02:50:00,11.96,984.46,82.5,11.56,1.08,1197.52
24065,16.06.2024 03:00:00,11.7,984.5,84.6,11.65,1.02,1198.62
24066,16.06.2024 03:10:00,11.49,984.54,85.3,11.58,1.19,1199.58
24067,16.06.2024 03:20:00,11.41,984.56,85.3,11.52,1.43,1199.97
24068,16.06.2024 03:30:00,11.49,984.64,85.1,11.55,1.46,1199.72
24069,16.06.2024 03:40:00,11.34,984.74,85.6,11.51,1.24,1200.5
24070,16.06.2024 03:50:00,11.12,984.74,86.8,11.5,0.97,1201.43
24071,16.06.2024 04:00:00,10.89,984.7,87.6,11.43,0.91,1202.38
24072,16.06.2024 04:10:00,10.8,984.66,87.7,11.37,1.56,1202.74
24073,16.06.2024 04:20:00,10.76,984.7,87.5,11.32,1.43,1202.99
24074,16.06.2024 04:30:00,10.74,984.69,87.2,11.26,1.12,1203.08
24075,16.06.2024 04:40:00,11.08,984.61,85.8,11.34,0.48,1201.51
24076,16.06.2024 04:50:00,11.45,984.61,83.6,11.32,1.36,1199.96
24077,16.06.2024 05:00:00,11.7,984.68,82.1,11.3,0.76,1199.0
24078,16.06.2024 05:10:00,12.34,984.66,79.15,11.37,1.06,1196.26
24079,16.06.2024 05:20:00,12.29,984.76,79.8,11.42,1.26,1196.56
24080,16.06.2024 05:30:00,12.07,984.78,81.5,11.5,0.85,1197.48
24081,16.06.2024 05:40:00,12.27,984.78,81.4,11.64,0.92,1196.57
24082,16.06.2024 05:50:00,12.66,984.62,80.1,11.75,0.93,1194.69
24083,16.06.2024 06:00:00,12.93,984.67,78.63,11.74,1.07,1193.63
24084,16.06.2024 06:10:00,13.52,984.71,76.6,11.89,1.06,1191.16
24085,16.06.2024 06:20:00,14.29,984.68,74.19,12.1,1.15,1187.83
24086,16.06.2024 06:30:00,14.67,984.65,72.86,12.18,1.14,1186.19
24087,16.06.2024 06:40:00,15.19,984.69,70.77,12.24,1.23,1184.07
24088,16.06.2024 06:50:00,15.49,984.65,69.23,12.2,1.94,1182.81
24089,16.06.2024 07:00:00,15.86,984.59,67.02,12.1,2.25,1181.27
24090,16.06.2024 07:10:00,15.89,984.61,66.34,12.0,3.59,1181.22
24091,16.06.2024 07:20:00,15.94,984.62,65.84,11.94,3.39,1181.05
24092,16.06.2024 07:30:00,16.13,984.66,65.66,12.06,2.64,1180.27
24093,16.06.2024 07:40:00,16.17,984.7,66.03,12.16,2.85,1180.11
24094,16.06.2024 07:50:00,16.38,984.7,65.54,12.23,2.63,1179.22
24095,16.06.2024 08:00:00,16.73,984.68,63.76,12.16,2.23,1177.8
24096,16.06.2024 08:10:00,17.58,984.64,61.15,12.31,1.24,1174.25
24097,16.06.2024 08:20:00,18.77,984.51,56.89,12.34,1.7,1169.29
24098,16.06.2024 08:30:00,19.36,984.43,55.86,12.57,1.86,1166.73
24099,16.06.2024 08:40:00,18.82,984.46,57.19,12.45,3.08,1168.98
24100,16.06.2024 08:50:00,18.84,984.41,57.56,12.54,2.58,1168.8
24101,16.06.2024 09:00:00,19.34,984.3,55.42,12.46,3.51,1166.71
24102,16.06.2024 09:10:00,19.36,984.16,54.04,12.16,4.84,1166.59
24103,16.06.2024 09:20:00,18.96,984.17,54.84,12.04,5.29,1168.26
24104,16.06.2024 09:30:00,19.1,984.18,55.06,12.19,4.68,1167.64
24105,16.06.2024 09:40:00,19.19,984.21,54.62,12.16,3.74,1167.33
24106,16.06.2024 09:50:00,19.47,984.14,53.14,12.04,5.06,1166.19
24107,16.06.2024 10:00:00,19.13,984.12,53.21,11.81,5.31,1167.63
24108,16.06.2024 10:10:00,18.95,984.13,53.28,11.69,5.42,1168.41
24109,16.06.2024 10:20:00,19.14,984.1,52.9,11.74,5.6,1167.59
24110,16.06.2024 10:30:00,19.58,984.1,52.86,12.06,3.95,1165.69
24111,16.06.2024 10:40:00,20.11,984.08,51.97,12.25,4.61,1163.48
24112,16.06.2024 10:50:00,19.87,984.06,52.5,12.2,4.32,1164.43
24113,16.06.2024 11:00:00,19.54,984.1,53.36,12.15,4.49,1165.81
24114,16.06.2024 11:10:00,19.58,984.08,53.83,12.28,5.03,1165.57
24115,16.06.2024 11:20:00,19.79,984.06,52.77,12.2,5.62,1164.75
24116,16.06.2024 11:30:00,19.82,984.08,53.4,12.37,3.75,1164.58
24117,16.06.2024 11:40:00,19.63,984.05,53.69,12.29,5.06,1165.33
24118,16.06.2024 11:50:00,19.41,984.01,53.23,12.02,5.23,1166.28
24119,16.06.2024 12:00:00,19.6,984.0,52.97,12.1,4.91,1165.48
24120,16.06.2024 12:10:00,19.49,983.98,53.48,12.13,4.59,1165.88
24121,16.06.2024 12:20:00,19.8,983.9,52.99,12.26,4.45,1164.49
24122,16.06.2024 12:30:00,19.45,983.84,53.52,12.11,4.46,1165.88
24123,16.06.2024 12:40:00,19.98,983.81,52.91,12.38,3.65,1163.62
24124,16.06.2024 12:50:00,20.18,983.72,51.27,12.14,4.03,1162.82
24125,16.06.2024 13:00:00,20.36,983.62,50.06,11.99,4.97,1162.06
24126,16.06.2024 13:10:00,20.19,983.67,50.05,11.86,4.52,1162.85
24127,16.06.2024 13:20:00,20.32,983.65,48.72,11.64,5.31,1162.41
24128,16.06.2024 13:30:00,20.63,983.55,47.43,11.55,4.98,1161.1
24129,16.06.2024 13:40:00,20.57,983.51,47.24,11.46,5.26,1161.33
24130,16.06.2024 13:50:00,20.74,983.45,47.76,11.71,3.68,1160.48
24131,16.06.2024 14:00:00,20.8,983.37,48.13,11.84,3.79,1160.09
24132,16.06.2024 14:10:00,20.96,983.36,47.38,11.77,2.48,1159.48
